115.49984000	15.50031000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49968000	15.50062000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49952000	15.50093000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49936000	15.50124000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49920000	15.50155000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49904000	15.50186000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49888000	15.50217000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49872000	15.50248000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49856000	15.50279000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49840000	15.50310000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49824000	15.50341000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49808000	15.50372000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49792000	15.50403000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49776000	15.50434000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49760000	15.50465000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49744000	15.50496000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49728000	15.50527000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49712000	15.50558000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49696000	15.50589000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49680000	15.50620000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49664000	15.50651000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49648000	15.50682000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49632000	15.50713000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49616000	15.50744000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49600000	15.50775000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49584000	15.50806000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49568000	15.50837000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49552000	15.50868000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49536000	15.50899000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
115.49520000	15.50930000	10000.00000000	-338.39158251	655.63369111	0.00000000	332.70042779	0.00000000
